0 32.8023 
1 38.4602 
2 44.5759 
3 51.114 
4 58.0363 
5 65.3035 
6 72.8771 
7 80.7208 
8 88.8003 
9 97.0833 
10 105.539 
11 114.135 
12 122.837 
13 131.61 
14 140.409 
15 149.186 
16 157.883 
17 166.434 
18 174.763 
19 182.786 
20 190.412 
21 197.54 
22 204.066 
23 209.885 
24 214.89 
25 218.982 
26 222.067 
27 224.066 
28 224.915 
29 224.573 
30 223.021 
31 220.266 
32 216.347 
33 211.328 
34 205.303 
35 198.387 
36 190.72 
37 182.451 
38 173.74 
39 164.746 
40 155.622 
41 146.507 
42 137.523 
43 128.769 
44 120.322 
45 112.233 
46 104.529 
47 97.2172 
48 90.2855 
49 83.7085 
50 77.4508 
51 71.4722 
52 65.7323 
53 60.1949 
54 54.832 
55 49.6265 
56 44.5743 
57 39.6843 
58 34.9774 
59 30.4842 
