0.0396 168.584
0.0415969 154.94
0.0436408 141.726
0.0457314 128.954
0.0478685 116.64
0.0500519 104.803
0.0522814 93.4651
0.0545567 82.6496
0.0568776 72.3836
0.059244 62.6953
0.0616554 53.6141
0.0641117 45.1692
0.0666127 37.3892
0.069158 30.3005
0.0717474 23.927
0.0743807 18.2885
0.0770576 13.4003
0.0797778 9.27247
0.082541 5.90964
0.085347 3.31057
0.0881954 1.46836
0.091086 0.370678
0.0940184 0.00013756
0.0969924 0.334804
0.100008 1.34878
0.103064 3.01279
0.106161 5.29481
0.109298 8.16062
0.112475 11.5742
0.115692 15.4984
0.118948 19.8947
0.122244 24.7235
0.125578 29.9438
0.12895 35.5117
0.13236 41.3773
0.135808 47.4764
0.139293 53.7039
0.142816 59.7802
0.146374 64.6916
0.149969 69.3125
0.1536 74.1784
