0.0396 209.018
0.0415969 192.75
0.0436408 176.95
0.0457314 161.631
0.0478685 146.807
0.0500519 132.499
0.0522814 118.729
0.0545567 105.523
0.0568776 92.9124
0.059244 80.9298
0.0616554 69.6127
0.0641117 59.0011
0.0666127 49.1372
0.069158 40.0646
0.0717474 31.827
0.0743807 24.4666
0.0770576 18.023
0.0797778 12.5308
0.082541 8.01852
0.085347 4.50584
0.0881954 2.00239
0.091086 0.505786
0.0940184 0.000187515
0.0969924 0.455131
0.100008 1.82484
0.103064 4.04809
0.106161 7.04868
0.109298 10.7368
0.112475 15.0111
0.115692 19.7609
0.118948 24.8695
0.122244 30.217
0.125578 35.6824
0.12895 41.1468
0.13236 46.4955
0.135808 51.6262
0.139293 56.4763
0.142816 61.1226
0.146374 65.907
0.149969 71.1799
0.1536 77.0648
