0 30.3426 
1 35.7393 
2 41.6193 
3 47.9576 
4 54.7254 
5 61.8914 
6 69.4237 
7 77.2904 
8 85.4597 
9 93.9002 
10 102.58 
11 111.464 
12 120.516 
13 129.694 
14 138.949 
15 148.227 
16 157.464 
17 166.587 
18 175.513 
19 184.151 
20 192.401 
21 200.154 
22 207.299 
23 213.721 
24 219.306 
25 223.945 
26 227.538 
27 229.997 
28 231.252 
29 231.256 
30 229.986 
31 227.447 
32 223.675 
33 218.736 
34 212.723 
35 205.758 
36 197.982 
37 189.554 
38 180.638 
39 171.402 
40 162.005 
41 152.594 
42 143.299 
43 134.224 
44 125.452 
45 117.039 
46 109.015 
47 101.39 
48 94.1543 
49 87.2833 
50 80.742 
51 74.4904 
52 68.4877 
53 62.6976 
54 57.0918 
55 51.6531 
56 46.3777 
57 41.2749 
58 36.3664 
59 31.684 
