0.0396 -180 1664.74
0.0396 -172.8 1539.29
0.0396 -165.6 1422.05
0.0396 -158.4 1314.49
0.0396 -151.2 1217
0.0396 -144 1129.24
0.0396 -136.8 1050.54
0.0396 -129.6 980.303
0.0396 -122.4 918.239
0.0396 -115.2 864.321
0.0396 -108 818.357
0.0396 -100.8 779.44
0.0396 -93.6 745.79
0.0396 -86.4 715.243
0.0396 -79.2 686.116
0.0396 -72 657.827
0.0396 -64.8 630.964
0.0396 -57.6 606.958
0.0396 -50.4 587.7
0.0396 -43.2 575.251
0.0396 -36 571.69
0.0396 -28.8 579.041
0.0396 -21.6 599.226
0.0396 -14.4 634.026
0.0396 -7.2 685.008
0.0396 6.36111e-14 753.442
0.0396 7.2 840.166
0.0396 14.4 945.422
0.0396 21.6 1068.67
0.0396 28.8 1208.37
0.0396 36 1361.79
0.0396 43.2 1524.87
0.0396 50.4 1692.21
0.0396 57.6 1857.2
0.0396 64.8 2012.5
0.0396 72 2150.91
0.0396 79.2 2266.63
0.0396 86.4 2356.59
0.0396 93.6 2421.04
0.0396 100.8 2462.68
0.0396 108 2484.48
0.0396 115.2 2487.5
0.0396 122.4 2470.49
0.0396 129.6 2431.21
0.0396 136.8 2368.34
0.0396 144 2282.72
0.0396 151.2 2177.48
0.0396 158.4 2057.45
0.0396 165.6 1928.31
0.0396 172.8 1795.73

0.0411938 -180 1578.13
0.0411938 -172.8 1456.26
0.0411938 -165.6 1343.03
0.0411938 -158.4 1239.75
0.0411938 -151.2 1146.67
0.0411938 -144 1063.35
0.0411938 -136.8 988.993
0.0411938 -129.6 922.889
0.0411938 -122.4 864.605
0.0411938 -115.2 813.947
0.0411938 -108 770.58
0.0411938 -100.8 733.551
0.0411938 -93.6 701.158
0.0411938 -86.4 671.396
0.0411938 -79.2 642.723
0.0411938 -72 614.621
0.0411938 -64.8 587.668
0.0411938 -57.6 563.26
0.0411938 -50.4 543.252
0.0411938 -43.2 529.685
0.0411938 -36 524.628
0.0411938 -28.8 530.104
0.0411938 -21.6 548.041
0.0411938 -14.4 580.229
0.0411938 -7.2 628.258
0.0411938 6.36111e-14 693.435
0.0411938 7.2 776.653
0.0411938 14.4 878.235
0.0411938 21.6 997.736
0.0411938 28.8 1133.73
0.0411938 36 1283.62
0.0411938 43.2 1443.46
0.0411938 50.4 1607.99
0.0411938 57.6 1770.7
0.0411938 64.8 1924.41
0.0411938 72 2062.02
0.0411938 79.2 2177.76
0.0411938 86.4 2268.39
0.0411938 93.6 2333.76
0.0411938 100.8 2376.02
0.0411938 108 2397.63
0.0411938 115.2 2399.57
0.0411938 122.4 2380.84
0.0411938 129.6 2339.69
0.0411938 136.8 2275.25
0.0411938 144 2188.68
0.0411938 151.2 2083.27
0.0411938 158.4 1963.94
0.0411938 165.6 1836.34
0.0411938 172.8 1706.1

0.0428176 -180 1493.31
0.0428176 -172.8 1375.21
0.0428176 -165.6 1266.14
0.0428176 -158.4 1167.25
0.0428176 -151.2 1078.66
0.0428176 -144 999.809
0.0428176 -136.8 929.804
0.0428176 -129.6 867.81
0.0428176 -122.4 813.263
0.0428176 -115.2 765.819
0.0428176 -108 725.019
0.0428176 -100.8 689.872
0.0428176 -93.6 658.752
0.0428176 -86.4 629.798
0.0428176 -79.2 601.601
