0.22 48.5898
0.220492 43.9426
0.220985 39.5165
0.221479 35.3134
0.221972 31.3355
0.222466 27.5847
0.222961 24.0631
0.223456 20.7727
0.223951 17.7157
0.224446 14.8942
0.224942 12.3101
0.225439 9.96576
0.225936 7.86313
0.226433 6.0044
0.22693 4.3917
0.227428 3.02718
0.227927 1.91298
0.228425 1.05129
0.228924 0.444261
0.229424 0.0940788
0.229924 0.00292622
0.230424 0.172992
0.230925 0.606468
0.231426 1.30555
0.231927 2.27245
0.232429 3.50935
0.232931 5.01846
0.233433 6.80198
0.233936 8.86212
0.23444 11.2011
0.234943 13.821
0.235447 16.7241
0.235952 19.9126
0.236456 23.3886
0.236961 27.1543
0.237467 31.2118
0.237973 35.5633
0.238479 40.2108
0.238986 45.1564
0.239493 50.4022
0.24 55.9502
