0.189195 2637.15
0.191157 2388.78
0.193127 2152.55
0.195105 1928.56
0.19709 1716.87
0.199083 1517.48
0.201083 1330.41
0.203091 1155.6
0.205106 992.932
0.207129 842.291
0.209158 703.502
0.211196 576.416
0.21324 460.953
0.215292 357.197
0.21735 265.457
0.219416 186.26
0.221489 120.266
0.223568 68.1348
0.225655 30.4432
0.227749 7.63621
0.229849 -2.00574e-11
0.231956 7.63215
0.23407 30.3616
0.23619 67.4752
0.238317 114.58
0.240451 166.294
0.242591 231.83
0.244737 310.462
0.24689 400.83
0.249049 501.009
0.251214 608.152
0.253386 717.619
0.255564 821.691
0.257748 911.967
0.259938 986.803
0.262134 1049.37
0.264336 1102.74
0.266544 1149.1
0.268757 1189.92
0.270977 1226.29
0.273202 1258.98
