0 0
0.1 3.74166
0.2 5.47723
0.3 7.34847
0.4 11.7047
0.5 13.1909
0.6 11.9583
0.7 9.38083
0.8 7.07107
0.9 4
1 0
1.1 3.74166
1.2 5.47723
1.3 7.34847
1.4 11.7047
1.5 13.1909
1.6 11.9583
1.7 9.38083
1.8 7.07107
1.9 4
2 0
