0.010000 2.022056 1197.337182 0 0.468969 179.730711 0
0.030000 11.350946 5821.372941 0 2.266896 1225.338002 0
0.050000 28.964572 11735.133674 0 4.890547 3015.572815 0
0.070000 52.221527 18287.927361 0 8.418589 5361.783240 0
0.090000 82.451960 31325.111739 0 11.848361 7966.407054 0
0.110000 117.559721 40745.566210 0 15.461305 10177.718316 0
0.130000 154.925985 48863.916095 0 18.937270 10389.387008 0
0.150000 189.991322 58717.942545 0 22.788262 9486.447031 0
0.170000 236.601772 69946.920854 0 25.888025 8830.499944 0
0.190000 286.035982 83088.329000 0 29.490569 8286.020316 0
0.210000 323.063039 97758.478065 0 32.618649 7379.201853 0
0.230000 371.450814 111963.269556 0 35.660645 6542.962764 0
0.250000 418.776839 128790.423956 0 40.173515 6259.845268 0
0.270000 463.641864 146098.617339 0 42.490984 6052.290622 0
0.290000 509.319641 168593.613409 0 45.737978 5608.628052 0
0.310000 549.629056 188111.293447 0 48.727574 5442.099532 0
0.330000 588.687335 209820.517563 0 51.015684 5566.270155 0
0.350000 634.448699 232079.381770 0 55.402293 5223.040057 0
0.370000 654.896683 253550.396193 0 57.568055 5424.076921 0
0.390000 699.709719 277614.708320 0 59.361872 5245.844473 0
0.410000 731.363955 300620.732845 0 62.508707 5145.545532 0
0.430000 755.127101 325522.019529 0 64.556639 5110.734750 0
0.450000 791.908188 353541.020912 0 65.991612 5211.064212 0
0.470000 820.748407 382572.325162 0 70.853130 5017.506475 0
0.490000 852.467854 413088.802211 0 72.547744 4998.483783 0
0.510000 887.965706 452133.673920 0 75.075961 5139.438208 0
0.530000 909.691383 493771.401644 0 75.343942 5088.944235 0
0.550000 941.329827 537168.910797 0 79.664024 5054.529540 0
0.570000 949.486655 575969.638347 0 80.437508 5057.574042 0
0.590000 979.973010 607297.004866 0 81.601228 5021.900353 0
0.610000 989.857698 618759.603545 0 86.157941 5032.889163 0
0.630000 1027.425257 612974.310958 0 87.127957 5178.617726 0
0.650000 1051.234203 581119.176249 0 87.310002 4971.918390 0
0.670000 1058.149669 541016.486332 0 86.631156 5119.653747 0
0.690000 1077.254281 489631.282024 0 86.318188 5238.157457 0
0.710000 1085.404049 437623.847545 0 90.934381 5140.705582 0
0.730000 1111.808463 385767.850428 0 92.536379 5523.680084 0
0.750000 1113.248838 341018.174148 0 90.751383 5568.740060 0
0.770000 1120.873864 300545.638772 0 92.232047 5347.384445 0
0.790000 1151.679626 272260.680736 0 95.052216 5381.056585 0
0.810000 1161.514974 238819.961017 0 95.919702 5828.261033 0
0.830000 1176.822976 209322.744885 0 95.984594 5619.202274 0
0.850000 1154.552664 187523.613022 0 95.462560 5595.205127 0
0.870000 1166.053019 163248.197266 0 96.081835 5584.708541 0
0.890000 1174.068577 141911.474288 0 96.248677 5333.466127 0
0.910000 1204.532092 118004.859303 0 96.574459 5684.486963 0
0.930000 1187.947852 102541.543675 0 97.169964 5457.749399 0
0.950000 1198.754065 85349.474788 0 95.886987 5453.562786 0
0.970000 1188.047183 72055.536295 0 97.064700 5744.337270 0
0.990000 1202.822688 63209.579062 0 97.929577 5487.412847 0
1.010000 1179.679934 54198.207903 0 95.824284 5643.954961 0
1.030000 1191.902285 46654.837374 0 96.898877 5773.520555 0
1.050000 1194.078086 41542.826565 0 97.298822 5515.427926 0
1.070000 1195.151177 38331.711800 0 97.129232 5467.554812 0
1.090000 1186.800417 34132.647488 0 96.325359 5634.691628 0
1.110000 1166.987214 31747.246407 0 97.467065 5902.919231 0
1.130000 1164.111486 30438.165562 0 96.237323 5537.581356 0
1.150000 1156.712911 27552.368822 0 98.308879 5616.447795 0
1.170000 1170.104558 25339.094521 0 98.582151 5742.283984 0
1.190000 1156.217581 23539.135947 0 96.926702 5886.476910 0
1.210000 1145.514410 21743.859041 0 101.109479 5788.497297 0
1.230000 1136.601226 20913.579312 0 96.640717 5755.701575 0
1.250000 1140.148981 19933.421223 0 96.877508 5803.329575 0
1.270000 1125.271834 18680.051338 0 94.425354 5583.082286 0
1.290000 1101.003835 17684.518862 0 93.810999 5618.802168 0
1.310000 1074.413712 16752.997975 0 92.957416 5752.862349 0
1.330000 1089.135172 16200.930385 0 92.209633 5327.424372 0
1.350000 1088.230528 15096.147754 0 92.701393 5220.189942 0
1.370000 1061.040331 14138.404957 0 94.827166 5482.937266 0
1.390000 1083.083866 13627.944209 0 94.905624 5545.687693 0
1.410000 1052.674668 13631.888510 0 93.218877 5402.744710 0
1.430000 1036.565084 12936.632786 0 93.407992 5346.214869 0
1.450000 1022.586860 11885.168016 0 91.842851 5014.202707 0
1.470000 1022.736608 11131.244676 0 90.280231 4936.931825 0
1.490000 995.856043 11064.515679 0 91.154692 4818.391754 0
1.510000 992.170301 11072.590812 0 92.371804 5256.046558 0
1.530000 978.880997 9991.378022 0 92.177414 4842.652091 0
1.550000 956.825603 9891.899479 0 91.052923 4595.468345 0
1.570000 945.469252 9674.202243 0 87.991410 4594.640818 0
1.590000 949.662895 9388.150133 0 93.106839 4692.887867 0
1.610000 939.831642 8811.665826 0 89.020165 4337.858540 0
1.630000 900.741594 8597.456484 0 86.974913 4292.357755 0
1.650000 907.151901 8452.989106 0 87.728004 3925.845898 0
1.670000 886.417953 7964.916498 0 86.884277 4340.252128 0
1.690000 873.071073 7939.446982 0 87.541331 3940.801184 0
1.710000 859.951023 7842.425452 0 86.988821 4139.688000 0
1.730000 816.567406 7733.430598 0 85.120813 3814.772640 0
1.750000 814.695466 7392.484922 0 86.460801 3910.118757 0
1.770000 826.975787 7152.737334 0 84.135483 3828.045100 0
1.790000 779.978374 6683.349648 0 82.482741 4034.532526 0
1.810000 788.069841 6814.289932 0 82.752942 3896.608032 0
1.830000 808.879210 6580.440741 0 83.163805 3957.565035 0
1.850000 763.408430 6396.940653 0 85.061148 3424.182818 0
1.870000 740.631695 6155.097894 0 86.611612 3592.904358 0
1.890000 750.885591 6173.952530 0 82.344711 3679.699343 0
1.910000 712.245387 6178.735415 0 80.026060 3399.876412 0
1.930000 716.700460 6176.108471 0 84.272659 3477.842247 0
1.950000 704.308474 5800.388310 0 81.219427 3371.426111 0
1.970000 681.674428 5632.699628 0 79.621472 3295.319905 0
1.990000 663.816309 5571.484463 0 79.988608 3608.677723 0
2.010000 659.625332 5844.057232 0 78.378634 3268.244953 0
2.030000 646.471456 5559.884030 0 79.913987 3152.660878 0
2.050000 634.862178 4959.798135 0 80.822628 3252.859035 0
2.070000 618.570312 5157.338431 0 76.182098 3022.226154 0
2.090000 592.810759 5115.682567 0 74.852512 2939.546700 0
2.110000 605.487130 4915.250336 0 74.864027 3002.404650 0
2.130000 590.757084 4681.884602 0 79.492877 3151.001030 0
2.150000 587.554132 4801.246059 0 74.651885 2880.307283 0
2.170000 569.700337 4808.176576 0 75.787262 2864.418291 0
2.190000 557.505838 4529.797500 0 75.414747 3065.019024 0
2.210000 551.723790 4788.704347 0 75.234163 2505.229396 0
2.230000 538.659478 4521.407480 0 78.034131 2799.388336 0
2.250000 506.229474 4583.015043 0 76.117374 2576.758128 0
2.270000 503.415948 4487.342259 0 70.855873 2792.519786 0
2.290000 511.371207 4437.860300 0 72.789601 2581.992518 0
2.310000 505.524562 4518.109743 0 73.383742 2663.002461 0
2.330000 475.619023 4166.312356 0 73.533448 2560.733043 0
