35 0.0024 63.9864
35 0.00243 58.1606
35 0.00246 52.8567
35 0.00249 48.0884
35 0.00252 43.868
35 0.00255 40.206
35 0.00258 37.1112
35 0.00261 34.5902
35 0.00264 32.6477
35 0.00267 31.2864
35 0.0027 30.5068
35 0.00273 30.3072
35 0.00276 30.6839
35 0.00279 31.6314
35 0.00282 33.1419
35 0.00285 35.2058
35 0.00288 37.8117
35 0.00291 40.9466
35 0.00294 44.5957
35 0.00297 48.743

36.05 0.0024 48.3575
36.05 0.00243 42.7013
36.05 0.00246 37.5968
36.05 0.00249 33.0596
36.05 0.00252 29.1038
36.05 0.00255 25.7412
36.05 0.00258 22.9816
36.05 0.00261 20.8324
36.05 0.00264 19.2986
36.05 0.00267 18.3828
36.05 0.0027 18.085
36.05 0.00273 18.4029
36.05 0.00276 19.3317
36.05 0.00279 20.8643
36.05 0.00282 22.9913
36.05 0.00285 25.7009
36.05 0.00288 28.9796
36.05 0.00291 32.8116
36.05 0.00294 37.1795
36.05 0.00297 42.0641

37.1 0.0024 35.8398
37.1 0.00243 30.4137
37.1 0.00246 25.5708
37.1 0.00249 21.3292
37.1 0.00252 17.7052
37.1 0.00255 14.7122
37.1 0.00258 12.3613
37.1 0.00261 10.6608
37.1 0.00264 9.61599
37.1 0.00267 9.22954
37.1 0.0027 9.50109
37.1 0.00273 10.4274
37.1 0.00276 12.0025
37.1 0.00279 14.2176
37.1 0.00282 17.0612
37.1 0.00285 20.5194
37.1 0.00288 24.5758
37.1 0.00291 29.2117
37.1 0.00294 34.4064
37.1 0.00297 40.1374

38.15 0.0024 26.4108
38.15 0.00243 21.2672
38.15 0.00246 16.7404
38.15 0.00249 12.8517
38.15 0.00252 9.61964
38.15 0.00255 7.05991
38.15 0.00258 5.18509
38.15 0.00261 4.00452
38.15 0.00264 3.52419
38.15 0.00267 3.74675
38.15 0.0027 4.67145
38.15 0.00273 6.29421
38.15 0.00276 8.60766
38.15 0.00279 11.6012
38.15 0.00282 15.2613
38.15 0.00285 19.5711
38.15 0.00288 24.5115
38.15 0.00291 30.0602
38.15 0.00294 36.193
38.15 0.00297 42.883

39.2 0.0024 19.9318
39.2 0.00243 15.1105
39.2 0.00246 10.942
39.2 0.00249 7.45094
39.2 0.00252 4.65897
39.2 0.00255 2.58418
39.2 0.00258 1.24104
39.2 0.00261 0.640194
39.2 0.00264 0.788415
39.2 0.00267 1.68856
39.2 0.0027 3.33958
39.2 0.00273 5.73656
39.2 0.00276 8.87076
39.2 0.00279 12.7298
39.2 0.00282 17.2976
39.2 0.00285 22.5547
39.2 0.00288 28.4786
39.2 0.00291 35.0434
39.2 0.00294 42.2205
39.2 0.00297 49.9787

40.25 0.0024 16.1267
40.25 0.00243 11.6503
40.25 0.00246 7.86453
40.25 0.00249 4.79813
40.25 0.00252 2.47607
40.25 0.00255 0.919219
40.25 0.00258 0.144196
40.25 0.00261 0.163226
40.25 0.00264 0.984072
40.25 0.00267 2.61002
40.25 0.0027 5.03987
40.25 0.00273 8.26803
40.25 0.00276 12.2845
40.25 0.00279 17.0751
40.25 0.00282 22.6214
40.25 0.00285 28.9012
40.25 0.00288 35.8884
40.25 0.00291 43.5532
40.25 0.00294 51.8627
40.25 0.00297 60.7808

41.3 0.0024 14.5657
41.3 0.00243 10.4351
41.3 0.00246 7.03409
41.3 0.00249 4.39562
41.3 0.00252 2.54825
41.3 0.00255 1.51584
41.3 0.00258 1.31737
41.3 0.00261 1.96685
41.3 0.00264 3.47327
41.3 0.00267 5.84058
41.3 0.0027 9.06769
41.3 0.00273 13.1486
41.3 0.00276 18.0722
41.3 0.00279 23.8228
41.3 0.00282 30.38
41.3 0.00285 37.7186
41.3 0.00288 45.8092
41.3 0.00291 54.6184
41.3 0.00294 64.1087
41.3 0.00297 74.2389

42.35 0.0024 14.6654
42.35 0.00243 10.8569
42.35 0.00246 7.81589
42.35 0.00249 5.57952
42.35 0.00252 4.17989
42.35 0.00255 3.64381
42.35 0.00258 3.99269
42.35 0.00261 5.2424
42.35 0.00264 7.40334
42.35 0.00267 10.4803
42.35 0.0027 14.4727
42.35 0.00273 19.3743
42.35 0.00276 25.1734
42.35 0.00279 31.8531
42.35 0.00282 39.3912
42.35 0.00285 47.7604
42.35 0.00288 56.9282
42.35 0.00291 66.8576
42.35 0.00294 77.5071
42.35 0.00297 88.8308

43.4 0.0024 15.7235
43.4 0.00243 12.1878
43.4 0.00246 9.45322
43.4 0.00249 7.56049
43.4 0.00252 6.54485
43.4 0.00255 6.43573
43.4 0.00258 7.25671
43.4 0.00261 9.02546
43.4 0.00264 11.7538
43.4 0.00267 15.4474
43.4 0.0027 20.1064
43.4 0.00273 25.7246
43.4 0.00276 32.2903
43.4 0.00279 39.7857
43.4 0.00282 48.1873
43.4 0.00285 57.4662
43.4 0.00288 67.5876
43.4 0.00291 78.5116
43.4 0.00294 90.1933
43.4 0.00297 102.583

44.45 0.0024 17.009
44.45 0.00243 13.6737
44.45 0.00246 11.1644
44.45 0.00249 9.52452
44.45 0.00252 8.79147
44.45 0.00255 8.99664
44.45 0.00258 10.1652
44.45 0.00261 12.3164
44.45 0.00264 15.4628
44.45 0.00267 19.6114
44.45 0.0027 24.7625
44.45 0.00273 30.9105
44.45 0.00276 38.0434
44.45 0.00279 46.1434
44.45 0.00282 55.1862
44.45 0.00285 65.1417
44.45 0.00288 75.9738
44.45 0.00291 87.6407
44.45 0.00294 100.095
44.45 0.00297 113.283

45.5 0.0024 17.9126
45.5 0.00243 14.6879
45.5 0.00246 12.3011
45.5 0.00249 10.7968
45.5 0.00252 10.2137
45.5 0.00255 10.5839
45.5 0.00258 11.9333
45.5 0.00261 14.2819
45.5 0.00264 17.6428
45.5 0.00267 22.0233
45.5 0.0027 27.4242
45.5 0.00273 33.8399
45.5 0.00276 41.2587
45.5 0.00279 49.6623
45.5 0.00282 59.0264
45.5 0.00285 69.3202
45.5 0.00288 80.5071
45.5 0.00291 92.5443
45.5 0.00294 105.383
45.5 0.00297 118.97

46.55 0.0024 18.1146
46.55 0.00243 14.9018
46.55 0.00246 12.5236
46.55 0.00249 11.0242
46.55 0.00252 10.4417
46.55 0.00255 10.8081
46.55 0.00258 12.1491
46.55 0.00261 14.4841
46.55 0.00264 17.8263
46.55 0.00267 22.1827
46.55 0.0027 27.5538
46.55 0.00273 33.9341
46.55 0.00276 41.3115
46.55 0.00279 49.668
46.55 0.00282 58.979
46.55 0.00285 69.214
46.55 0.00288 80.3363
46.55 0.00291 92.3033
46.55 0.00294 105.066
46.55 0.00297 118.572

47.6 0.0024 17.686
47.6 0.00243 14.3882
47.6 0.00246 11.9069
47.6 0.00249 10.2844
47.6 0.00252 9.55708
47.6 0.00255 9.75537
47.6 0.00258 10.9037
47.6 0.00261 13.0204
47.6 0.00264 16.1178
47.6 0.00267 20.2019
47.6 0.0027 25.2729
47.6 0.00273 31.3247
47.6 0.00276 38.3452
47.6 0.00279 46.3162
47.6 0.00282 55.2136
47.6 0.00285 65.0075
47.6 0.00288 75.6618
47.6 0.00291 87.1354
47.6 0.00294 99.3813
47.6 0.00297 112.347

48.65 0.0024 17.0585
48.65 0.00243 13.5907
48.65 0.00246 10.9097
48.65 0.00249 9.05481
48.65 0.00252 8.05952
48.65 0.00255 7.95197
48.65 0.00258 8.75453
48.65 0.00261 10.4838
48.65 0.00264 13.1507
48.65 0.00267 16.7603
48.65 0.0027 21.3118
48.65 0.00273 26.7989
48.65 0.00276 33.2094
48.65 0.00279 40.5254
48.65 0.00282 48.7237
48.65 0.00285 57.7753
48.65 0.00288 67.6462
48.65 0.00291 78.2972
48.65 0.00294 89.6842
48.65 0.00297 101.758

49.7 0.0024 16.8831
49.7 0.00243 13.1798
49.7 0.00246 10.2267
49.7 0.00249 8.05904
49.7 0.00252 6.70698
49.7 0.00255 6.19571
49.7 0.00258 6.54521
49.7 0.00261 7.77013
49.7 0.00264 9.87981
49.7 0.00267 12.8782
49.7 0.0027 16.7641
49.7 0.00273 21.5307
49.7 0.00276 27.1662
49.7 0.00279 33.6536
49.7 0.00282 40.9709
49.7 0.00285 49.0911
49.7 0.00288 57.9826
49.7 0.00291 67.6092
49.7 0.00294 77.9305
49.7 0.00297 88.902

50.75 0.0024 17.8619
50.75 0.00243 13.8817
50.75 0.00246 10.6122
50.75 0.00249 8.0841
50.75 0.00252 6.32399
50.75 0.00255 5.354
50.75 0.00258 5.19157
50.75 0.00261 5.84944
50.75 0.00264 7.3355
50.75 0.00267 9.65284
50.75 0.0027 12.7997
50.75 0.00273 16.7697
50.75 0.00276 21.5517
50.75 0.00279 27.1297
50.75 0.00282 33.4838
50.75 0.00285 40.5893
50.75 0.00288 48.4176
50.75 0.00291 56.9361
50.75 0.00294 66.1087
50.75 0.00297 75.8959

51.8 0.0024 20.6221
51.8 0.00243 16.3491
51.8 0.00246 12.7467
51.8 0.00249 9.84174
51.8 0.00252 7.6571
51.8 0.00255 6.21197
51.8 0.00258 5.52146
51.8 0.00261 5.59651
51.8 0.00264 6.44382
51.8 0.00267 8.06584
51.8 0.0027 10.4608
51.8 0.00273 13.6226
51.8 0.00276 17.5413
51.8 0.00279 22.2025
51.8 0.00282 27.5884
51.8 0.00285 33.6771
51.8 0.00288 40.4432
51.8 0.00291 47.8581
51.8 0.00294 55.8901
51.8 0.00297 64.5044

52.85 0.0024 25.6534
52.85 0.00243 21.0945
52.85 0.00246 17.1679
52.85 0.00249 13.8963
52.85 0.00252 11.2994
52.85 0.00255 9.39386
52.85 0.00258 8.19257
52.85 0.00261 7.705
52.85 0.00264 7.9369
52.85 0.00267 8.89033
52.85 0.0027 10.5637
52.85 0.00273 12.9516
52.85 0.00276 16.0452
52.85 0.00279 19.8322
52.85 0.00282 24.2968
52.85 0.00285 29.42
52.85 0.00288 35.1799
52.85 0.00291 41.5516
52.85 0.00294 48.5075
52.85 0.00297 56.0178

53.9 0.0024 33.2911
53.9 0.00243 28.473
53.9 0.00246 24.2507
53.9 0.00249 20.6436
53.9 0.00252 17.6689
53.9 0.00255 15.3405
53.9 0.00258 13.6697
53.9 0.00261 12.6648
53.9 0.00264 12.3308
53.9 0.00267 12.6695
53.9 0.0027 13.6797
53.9 0.00273 15.3568
53.9 0.00276 17.6933
53.9 0.00279 20.6786
53.9 0.00282 24.2993
53.9 0.00285 28.5391
53.9 0.00288 33.3792
53.9 0.00291 38.7983
53.9 0.00294 44.7728
53.9 0.00297 51.277

54.95 0.0024 43.7259
54.95 0.00243 38.6899
54.95 0.00246 34.2155
54.95 0.00249 30.3194
54.95 0.00252 27.0163
54.95 0.00255 24.3182
54.95 0.00258 22.2351
54.95 0.00261 20.774
54.95 0.00264 19.9396
54.95 0.00267 19.7335
54.95 0.0027 20.155
54.95 0.00273 21.2004
54.95 0.00276 22.8633
54.95 0.00279 25.1351
54.95 0.00282 28.0042
54.95 0.00285 31.4569
54.95 0.00288 35.4774
54.95 0.00291 40.0474
54.95 0.00294 45.1471
54.95 0.00297 50.7544

56 0.0024 57.0231
56 0.00243 51.8208
56 0.00246 47.148
56 0.00249 43.0191
56 0.00252 39.4466
56 0.00255 36.4413
56 0.00258 34.0118
56 0.00261 32.1644
56 0.00264 30.9034
56 0.00267 30.2304
56 0.0027 30.145
56 0.00273 30.6445
56 0.00276 31.7237
56 0.00279 33.3752
56 0.00282 35.5897
56 0.00285 38.3557
56 0.00288 41.6596
56 0.00291 45.4863
56 0.00294 49.8186
56 0.00297 54.6382

